Doctor_Name,specialization,avg_rate,clinic_location,Category,general_location,Unnamed: 0,latitude_exact,longitude_exact,latitude_general,longitude_general,latitude,longitude
Fady El-Baz,Cardiologist,5.0,"Damietta El Gadeeda , mahgoub street",Cardiovascular,"Damietta El Gadeeda , mahgoub street",,,,,,,
Rami Salah,Anesthesiologist,4.758470894874023,"Tanta , Botros",Others,"Tanta , Botros",,,,,,,
Heba Abdelrahman,Gynecologist,4.5,"Faisal , Ahmed esmail street branched from Kaaebesh Street-besides Sayed Elsherbiny Beauty Center",Urinary and Reproductive,"Faisal , Ahmed esmail street branched from Kaaebesh Street-besides Sayed Elsherbiny Beauty Center",,,,,,,
Heba El-Gendy,Dentist,4.758470894874023,"Loran , El Horreya Street",Others,"Loran , El Horreya Street",,,,,,,
Rania Hassan,Gynecologist,4.758470894874023,"El-Haram , Elharam",Urinary and Reproductive,"El-Haram , Elharam",,,,,,,
Mariam El-Sherbiny,Pediatrician,4.758470894874023,"El-Shorouk , Panorama Mall Street",Others,"El-Shorouk , Panorama Mall Street",,,,,,,
Amira Mahmoud,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Heba Saeed,Dermatologist,4.5,"El-Ibrahimia , Lagatia Street",Skin,"El-Ibrahimia , Lagatia Street",,,,,,,
Rania Salah,Dentist,4.758470894874023,"El-Dokki , null",Others,"El-Dokki , null",,,,,,,
Hani El-Baz,Dermatologist,5.0,"Nasr City , Street 11",Skin,"Nasr City , Street 11",,,,,,,
Tamer Fahmy,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Mostafa El-Baz,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Amr El-Kholy,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Khaled Salah,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Khaled Abdelrahman,Physiotherapist,5.0,"6th of October , above el-mokhtbar laboratory",Musculoskeletal,"6th of October , above el-mokhtbar laboratory",,,,,,,
Zein Abdelrahman,General Surgeon,5.0,"West El-Balad , Alabagieah Buildings-Elsayeda Aisha",Musculoskeletal,"West El-Balad , Alabagieah Buildings-Elsayeda Aisha",,,,,,,
Mostafa Salah,Dentist,5.0,"Nasr City , EL Nasr ST",Others,"Nasr City , EL Nasr ST",,,,,,,
Ahmed Shalaby,Cardiologist,5.0,"El-Zagazig , the beginning of Farooq st",Cardiovascular,"El-Zagazig , the beginning of Farooq st",,,,,,,
Hassan Mansour,Cardiologist,5.0,"El-Sheikh Zayed , District 12 Courtyard zayed",Cardiovascular,"El-Sheikh Zayed , District 12 Courtyard zayed",,,,,,,
Laila Ibrahim,Andrologist,5.0,"Hadayek El-Kobba , Teraet elgendy st",Urinary and Reproductive,"Hadayek El-Kobba , Teraet elgendy st",,,,,,,
Nader El-Saied,ENT Doctor,5.0,"Janaklees , Abo Qir street","Eye, Ear and Nose","Janaklees , Abo Qir street",,,,,,,
Fatma Gaber,Surgical Oncologist,5.0,"Tanta , Elmoderia",Gastrointestinal and Liver,"Tanta , Elmoderia",,,,,,,
Firas El-Saied,Physiotherapist,5.0,"Nasr City , Makram Ebaid",Musculoskeletal,"Nasr City , Makram Ebaid",,,,,,,
Rania El-Gohary,Plastic Surgeon,5.0,"Faisal , Faisal street - Talbeia",Musculoskeletal,"Faisal , Faisal street - Talbeia",,,,,,,
Reem Taha,Physiotherapist,5.0,"Shoubra , shopra",Musculoskeletal,"Shoubra , shopra",,,,,,,
Ibrahim El-Baz,Physiotherapist,5.0,"Hadayek Helwan , almonzer",Musculoskeletal,"Hadayek Helwan , almonzer",,,,,,,
Mostafa El-Mahdy,Orthopedist,5.0,"New Cairo , north teseen street",Musculoskeletal,"New Cairo , north teseen street",,,,,,,
Ali El-Mahdy,Neurosurgeon,5.0,"El-Shorouk , Panorama Mall Street",Neurological and Psychiatric,"El-Shorouk , Panorama Mall Street",,,,,,,
Hani Youssef,Cardiologist,5.0,"Moharam Bek , Galal El Dosoky street -Wabour El Meah",Cardiovascular,"Moharam Bek , Galal El Dosoky street -Wabour El Meah",,,,,,,
Yasmin Hassan,Physiotherapist,5.0,"6th of October , above el-mokhtbar laboratory",Musculoskeletal,"6th of October , above el-mokhtbar laboratory",,,,,,,
Ali El-Shennawy,General Surgeon,5.0,"West El-Balad , Alabagieah Buildings-Elsayeda Aisha",Musculoskeletal,"West El-Balad , Alabagieah Buildings-Elsayeda Aisha",,,,,,,
Reem El-Sayed,Ophthalmologist,5.0,"El-Maadi , nasr st elgazaaer st","Eye, Ear and Nose","El-Maadi , nasr st elgazaaer st",,,,,,,
Bassam Abdallah,Ophthalmologist,5.0,"Damietta El Gadeeda , Centeral Area","Eye, Ear and Nose","Damietta El Gadeeda , Centeral Area",,,,,,,
Hassan El-Sherbiny,Dentist,5.0,"Nasr City , EL Nasr ST",Others,"Nasr City , EL Nasr ST",,,,,,,
Mohamed Zaki,Cardiologist,5.0,"El-Manyal , El-Manyal street",Cardiovascular,"El-Manyal , El-Manyal street",,,,,,,
Mona Saeed,Cardiologist,5.0,"El-Zagazig , the beginning of Farooq st",Cardiovascular,"El-Zagazig , the beginning of Farooq st",,,,,,,
Khaled Youssef,Andrologist,5.0,"Hadayek El-Kobba , Teraet elgendy st",Urinary and Reproductive,"Hadayek El-Kobba , Teraet elgendy st",,,,,,,
Aya El-Shazly,Surgical Oncologist,5.0,"Tanta , Elmoderia",Gastrointestinal and Liver,"Tanta , Elmoderia",,,,,,,
Nadia El-Shennawy,Orthopedist,5.0,"El-Giza , Hamadan",Musculoskeletal,"El-Giza , Hamadan",,,,,,,
Mohamed Mansour,Obesity Surgeon,5.0,"Heliopolis , 77 Abd ElHamid Badawy St. - Heliopolis - In front of El Shams Club - Above Spectra Restaurant .",Urinary and Reproductive,"Heliopolis , 77 Abd ElHamid Badawy St. - Heliopolis - In front of El Shams Club - Above Spectra Restaurant .",,,,,,,
Sami El-Gohary,Plastic Surgeon,5.0,"Faisal , Faisal street - Talbeia",Musculoskeletal,"Faisal , Faisal street - Talbeia",,,,,,,
Mohamed El-Saied,Physiotherapist,5.0,"Shoubra , shopra",Musculoskeletal,"Shoubra , shopra",,,,,,,
Nader El-Sherif,Orthopedist,5.0,"New Cairo , north teseen street",Musculoskeletal,"New Cairo , north teseen street",,,,,,,
Youssef El-Saied,Nutritionist,5.0,"Smouha , smouha garden city",Others,"Smouha , smouha garden city",,,,,,,
Youssef El-Sherbiny,Gynecologist,5.0,"El-Mansoura , Elnour Tower-Salah Salem Street-Talkha",Urinary and Reproductive,"El-Mansoura , Elnour Tower-Salah Salem Street-Talkha",,,,,,,
Aya Khalil,Cardiologist,5.0,"Heliopolis , Nehro,Heliopolis",Cardiovascular,"Heliopolis , Nehro,Heliopolis",,,,,,,
Mostafa Hussein,Gynecologist,5.0,"Heliopolis , Othman bin Afan",Urinary and Reproductive,"Heliopolis , Othman bin Afan",,,,,,,
Mahmoud Mansour,Gynecologist,5.0,"El-Rehab , Medical Park Elite",Urinary and Reproductive,"El-Rehab , Medical Park Elite",,,,,,,
Fatma Hassan,Cardiologist,5.0,"Moharam Bek , Galal El Dosoky street -Wabour El Meah",Cardiovascular,"Moharam Bek , Galal El Dosoky street -Wabour El Meah",,,,,,,
Zein El-Kholy,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Khaled El-Baz,Dentist,5.0,"Heliopolis , Ahmed el Dardiry, Ard El Golf",Others,"Heliopolis , Ahmed el Dardiry, Ard El Golf",,,,,,,
Khaled El-Sherbiny,Gynecologist,5.0,"Nasr City , Ahmed Alzumor street",Urinary and Reproductive,"Nasr City , Ahmed Alzumor street",,,,,,,
Nader Fathy,General Surgeon,5.0,"El-Rehab , Infront of gate 6",Musculoskeletal,"El-Rehab , Infront of gate 6",,,,,,,
Nadia Hussein,Cardiologist,5.0,"El-Mohandessin , Alfawakh St",Cardiovascular,"El-Mohandessin , Alfawakh St",,,,,,,
Firas Fathy,Orthopedist,5.0,"El-Sheikh Zayed , elmoaz plaza",Musculoskeletal,"El-Sheikh Zayed , elmoaz plaza",,,,,,,
Dina Salah,Ophthalmologist,5.0,"Fakous , Mostafa Kamel Street","Eye, Ear and Nose","Fakous , Mostafa Kamel Street",,,,,,,
Nadia El-Kholy,Gynecologist,5.0,"Smouha , victor emmanual",Urinary and Reproductive,"Smouha , victor emmanual",,,,,,,
Ali El-Sayed,Physiotherapist,5.0,"Hadayek Helwan , almonzer",Musculoskeletal,"Hadayek Helwan , almonzer",,,,,,,
Mona Shalaby,Neurosurgeon,5.0,"El-Shorouk , Panorama Mall Street",Neurological and Psychiatric,"El-Shorouk , Panorama Mall Street",,,,,,,
Ahmed Abdelrahman,ENT Doctor,5.0,"Janaklees , Abo Qir street","Eye, Ear and Nose","Janaklees , Abo Qir street",,,,,,,
Mariam Khalil,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Jamal El-Gendy,Gynecologist,5.0,"Damanhur , the garden street",Urinary and Reproductive,"Damanhur , the garden street",,,,,,,
Hassan El-Gendy,Nutritionist,4.758470894874023,"Heliopolis , Mohamed Al Dahan from Nabile Al Wakad",Others,"Heliopolis , Mohamed Al Dahan from Nabile Al Wakad",,,,,,,
Walid Ibrahim,Dentist,5.0,"Heliopolis , mohamed farid",Others,"Heliopolis , mohamed farid",,,,,,,
Yasmin Youssef,Physiotherapist,5.0,"Hadayek El-Kobba , Alzawia Alhamraa",Musculoskeletal,"Hadayek El-Kobba , Alzawia Alhamraa",,,,,,,
Hassan El-Sherif,Internist,5.0,"Sporting , portsaid",Others,"Sporting , portsaid",,,,,,,
Sara Mostafa,Dentist,5.0,"Smouha , Fawzy Moaaz street",Others,"Smouha , Fawzy Moaaz street",,,,,,,
Salim El-Naggar,Cardiologist,5.0,"6th of October , 16th unit - city stars",Cardiovascular,"6th of October , 16th unit - city stars",,,,,,,
Heba El-Khatib,Cardiologist,5.0,"El-Mohandessin , Alfawakh St",Cardiovascular,"El-Mohandessin , Alfawakh St",,,,,,,
Khaled El-Naggar,Orthopedist,5.0,"El-Sheikh Zayed , elmoaz plaza",Musculoskeletal,"El-Sheikh Zayed , elmoaz plaza",,,,,,,
Fady Nasser,Ophthalmologist,5.0,"Fakous , Mostafa Kamel Street","Eye, Ear and Nose","Fakous , Mostafa Kamel Street",,,,,,,
Nadia Farouk,Gynecologist,5.0,"Smouha , victor emmanual",Urinary and Reproductive,"Smouha , victor emmanual",,,,,,,
Salma Farouk,Dentist,5.0,"Heliopolis , Ahmed el Dardiry, Ard El Golf",Others,"Heliopolis , Ahmed el Dardiry, Ard El Golf",,,,,,,
Ibrahim Abdelrahman,Gynecologist,5.0,"Nasr City , Ahmed Alzumor street",Urinary and Reproductive,"Nasr City , Ahmed Alzumor street",,,,,,,
Hani Abdallah,General Surgeon,5.0,"El-Rehab , Infront of gate 6",Musculoskeletal,"El-Rehab , Infront of gate 6",,,,,,,
Mostafa Taha,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Sara Youssef,Spinal Surgeon,5.0,"Heliopolis , Nehro,Heliopolis",Musculoskeletal,"Heliopolis , Nehro,Heliopolis",,,,,,,
Ali Abdallah,Cardiologist,5.0,"El-Sheikh Zayed , twin towers",Cardiovascular,"El-Sheikh Zayed , twin towers",,,,,,,
Adel Youssef,Dentist,5.0,"Heliopolis , mohamed farid",Others,"Heliopolis , mohamed farid",,,,,,,
Firas El-Masry,Physiotherapist,5.0,"Hadayek El-Kobba , Alzawia Alhamraa",Musculoskeletal,"Hadayek El-Kobba , Alzawia Alhamraa",,,,,,,
Ali El-Din,Internist,5.0,"Sporting , portsaid",Others,"Sporting , portsaid",,,,,,,
Laila Hussein,Dentist,5.0,"Smouha , Fawzy Moaaz street",Others,"Smouha , Fawzy Moaaz street",,,,,,,
Noha Gaber,Cardiologist,5.0,"6th of October , 16th unit - city stars",Cardiovascular,"6th of October , 16th unit - city stars",,,,,,,
Laila El-Shazly,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Mahmoud Samir,Gynecologist,5.0,"Damanhur , the garden street",Urinary and Reproductive,"Damanhur , the garden street",,,,,,,
Ahmed El-Mahdy,Dentist,5.0,"Heliopolis , mohamed farid",Others,"Heliopolis , mohamed farid",,,,,,,
Heba Mostafa,Internist,5.0,"Sporting , portsaid",Others,"Sporting , portsaid",,,,,,,
Noha El-Saied,Dentist,5.0,"Smouha , Fawzy Moaaz street",Others,"Smouha , Fawzy Moaaz street",,,,,,,
Hani Fahmy,Cardiologist,5.0,"6th of October , 16th unit - city stars",Cardiovascular,"6th of October , 16th unit - city stars",,,,,,,
Mahmoud Saeed,Family Doctor,5.0,"Tanta , tanta sharawy st",Others,"Tanta , tanta sharawy st",,,,,,,
Hani Khalil,Gynecologist,5.0,"El Salam City , ElRabeaa Street-Branched From Omar Ibn Elkhatab Street-Gesr ElSuez",Urinary and Reproductive,"El Salam City , ElRabeaa Street-Branched From Omar Ibn Elkhatab Street-Gesr ElSuez",,,,,,,
Nader El-Naggar,Nutritionist,5.0,"El-Sheikh Zayed , Elmehwar Elmarkazi",Others,"El-Sheikh Zayed , Elmehwar Elmarkazi",,,,,,,
Sara Abdallah,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Youssef Hussein,Dentist,5.0,"6th of October , Street 19-vranched from elkhazan street-neighborhood 3-Fifth district",Others,"6th of October , Street 19-vranched from elkhazan street-neighborhood 3-Fifth district",,,,,,,
Mona Taha,Nutritionist,5.0,"El-Sheikh Zayed , ElMehwar Elmarkazi",Others,"El-Sheikh Zayed , ElMehwar Elmarkazi",,,,,,,
Mariam Mostafa,Cardiologist,5.0,"El-Sheikh Zayed , twin towers",Cardiovascular,"El-Sheikh Zayed , twin towers",,,,,,,
Ibrahim El-Hadidy,Pulmonologist,5.0,"New Cairo , The  Northen 90 st",Respiratory,"New Cairo , The  Northen 90 st",,,,,,,
Mariam Hussein,Allergist,5.0,"New Cairo , north teseen street",Skin,"New Cairo , north teseen street",,,,,,,
Adel El-Naggar,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Nadia Shalaby,Gynecologist,5.0,"Mahalla , shokry elkoatly",Urinary and Reproductive,"Mahalla , shokry elkoatly",,,,,,,
Rania Fathy,Surgical Oncologist,5.0,"Nasr City , Youssef abaas and Elnasr street interaction",Gastrointestinal and Liver,"Nasr City , Youssef abaas and Elnasr street interaction",,,,,,,
Jamal El-Sayed,Dentist,5.0,"North Coast , Ali Ebn Abi Taleb Street",Others,"North Coast , Ali Ebn Abi Taleb Street",,,,,,,
Amira Taha,Endocrinologist,5.0,"Heliopolis , Omar Ibn Al Khattab - Ismailia Sq.",Others,"Heliopolis , Omar Ibn Al Khattab - Ismailia Sq.",,,,,,,
Firas El-Khatib,Dentist,5.0,"El-Maadi , 263 street from Al Nasr Road",Others,"El-Maadi , 263 street from Al Nasr Road",,,,,,,
Bassam El-Sayed,Gynecologist,5.0,"Damietta El Gadeeda , al azhar hospital",Urinary and Reproductive,"Damietta El Gadeeda , al azhar hospital",,,,,,,
Ali Taha,Dentist,5.0,"El-Shorouk , terrace mall",Others,"El-Shorouk , terrace mall",,,,,,,
Ali Farouk,General Surgeon,5.0,"Assiut city , elnemas",Musculoskeletal,"Assiut city , elnemas",,,,,,,
Laila Fathy,Orthopedist,5.0,"El-Zaitoun , ElMatarya St",Musculoskeletal,"El-Zaitoun , ElMatarya St",,,,,,,
Tamer El-Sherif,Cardiologist,5.0,"El-Maadi , Elmansour Tower-Street 77 infront of Maadi Club Fence",Cardiovascular,"El-Maadi , Elmansour Tower-Street 77 infront of Maadi Club Fence",,,,,,,
Bassam Khalil,Dentist,5.0,"Faisal , king faisal street- al Marioteya",Others,"Faisal , king faisal street- al Marioteya",,,,,,,
Hassan El-Khatib,Cardiologist,5.0,"El-Sheikh Zayed , Downtown mall 2-besides total fuel station",Cardiovascular,"El-Sheikh Zayed , Downtown mall 2-besides total fuel station",,,,,,,
Mariam Mahmoud,Ophthalmologist,5.0,"Bulkly , Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A)","Eye, Ear and Nose","Bulkly , Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A)",,,,,,,
Fady El-Gohary,Gynecologist,5.0,"Port Said City , safya zaghlol and mashrak st",Urinary and Reproductive,"Port Said City , safya zaghlol and mashrak st",,,,,,,
Rami El-Masry,Dentist,5.0,"6th of October , central axis 5th district - infront of el khazan street",Others,"6th of October , central axis 5th district - infront of el khazan street",,,,,,,
Amr El-Mahdy,Ophthalmologist,5.0,"El-Maadi , Carrefour street","Eye, Ear and Nose","El-Maadi , Carrefour street",,,,,,,
Heba El-Naggar,Orthopedist,5.0,"Nasr City , block 10 emtedad abo dawoud",Musculoskeletal,"Nasr City , block 10 emtedad abo dawoud",,,,,,,
Tamer El-Mahdy,Dentist,5.0,"6th of October , Street 19-vranched from elkhazan street-neighborhood 3-Fifth district",Others,"6th of October , Street 19-vranched from elkhazan street-neighborhood 3-Fifth district",,,,,,,
Mostafa Abdelrahman,Nutritionist,5.0,"El-Sheikh Zayed , ElMehwar Elmarkazi",Others,"El-Sheikh Zayed , ElMehwar Elmarkazi",,,,,,,
Tamer Hassan,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Mahmoud Zaki,Surgical Oncologist,5.0,"El-Giza , mourad",Gastrointestinal and Liver,"El-Giza , mourad",,,,,,,
Zein Zaki,Ophthalmologist,5.0,"Tanta , Elgish st","Eye, Ear and Nose","Tanta , Elgish st",,,,,,,
Mahmoud Ibrahim,Cardiologist,5.0,"Heliopolis , El nozha street-Smart Slim Clinic besides Administrative Oversight",Cardiovascular,"Heliopolis , El nozha street-Smart Slim Clinic besides Administrative Oversight",,,,,,,
Dina Fathy,Orthopedist,5.0,"El-Zaitoun , Toman bai",Musculoskeletal,"El-Zaitoun , Toman bai",,,,,,,
Heba Fahmy,Ophthalmologist,5.0,"6th of October , Abdelkhalek tharwat","Eye, Ear and Nose","6th of October , Abdelkhalek tharwat",,,,,,,
Nour El-Baz,Dentist,5.0,"Faisal , king faisal street- al Marioteya",Others,"Faisal , king faisal street- al Marioteya",,,,,,,
Salma Hussein,Cardiologist,5.0,"El-Sheikh Zayed , Downtown mall 2-besides total fuel station",Cardiovascular,"El-Sheikh Zayed , Downtown mall 2-besides total fuel station",,,,,,,
Fady Mansour,Ophthalmologist,5.0,"Bulkly , Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A)","Eye, Ear and Nose","Bulkly , Bulkly / Al-Hadaya Tram Station / Al-Khaleej Building (A)",,,,,,,
Yasmin Fahmy,Gynecologist,5.0,"Port Said City , safya zaghlol and mashrak st",Urinary and Reproductive,"Port Said City , safya zaghlol and mashrak st",,,,,,,
Firas Khalil,Dentist,5.0,"6th of October , central axis 5th district - infront of el khazan street",Others,"6th of October , central axis 5th district - infront of el khazan street",,,,,,,
Jamal Ibrahim,Ophthalmologist,5.0,"El-Maadi , Carrefour street","Eye, Ear and Nose","El-Maadi , Carrefour street",,,,,,,
Rania Mostafa,Orthopedist,5.0,"Nasr City , block 10 emtedad abo dawoud",Musculoskeletal,"Nasr City , block 10 emtedad abo dawoud",,,,,,,
Laila El-Kholy,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Mostafa El-Shazly,Surgical Oncologist,5.0,"El-Ismailia city , Shbeen St.",Gastrointestinal and Liver,"El-Ismailia city , Shbeen St.",,,,,,,
Nadia Fathy,Ophthalmologist,5.0,"El-Mansoura , Suiz Canal Street-ElSabeaa Tower","Eye, Ear and Nose","El-Mansoura , Suiz Canal Street-ElSabeaa Tower",,,,,,,
Rami El-Kholy,Ophthalmologist,5.0,"El-Sheikh Zayed , Zayed (Badr) mall","Eye, Ear and Nose","El-Sheikh Zayed , Zayed (Badr) mall",,,,,,,
Nour Abdelrahman,ENT Doctor,5.0,"El-Mansoura , new bus street","Eye, Ear and Nose","El-Mansoura , new bus street",,,,,,,
Fady El-Kholy,Cardiologist,5.0,"Mit Ghamr , el moahda street",Cardiovascular,"Mit Ghamr , el moahda street",,,,,,,
Firas Fahmy,General Surgeon,5.0,"El-Mansoura , thawra",Musculoskeletal,"El-Mansoura , thawra",,,,,,,
Walid Salah,Ophthalmologist,5.0,"El-Giza , Giza Square Al haram street","Eye, Ear and Nose","El-Giza , Giza Square Al haram street",,,,,,,
Reem El-Sherbiny,Physiotherapist,5.0,"Shibin Al Qanater , mostrad station",Musculoskeletal,"Shibin Al Qanater , mostrad station",,,,,,,
Ahmed El-Kassas,Cardiologist,5.0,"El-Manyal , el saraya",Cardiovascular,"El-Manyal , el saraya",,,,,,,
Mostafa El-Sayed,Cardiologist,5.0,"Heliopolis , ahmed fouad street",Cardiovascular,"Heliopolis , ahmed fouad street",,,,,,,
Mahmoud El-Sayed,Physiotherapist,5.0,"Hadayek El-Ahram , Gardinia Gate-First Gate-Health Happiness Center",Musculoskeletal,"Hadayek El-Ahram , Gardinia Gate-First Gate-Health Happiness Center",,,,,,,
Jamal Salah,Dermatologist,5.0,"Ain Shams , Gesr Suez street  - alf maskan square",Skin,"Ain Shams , Gesr Suez street  - alf maskan square",,,,,,,
Salma El-Shennawy,Gynecologist,5.0,"Helwan , Mahmoud Khater Street cross Abdullah",Urinary and Reproductive,"Helwan , Mahmoud Khater Street cross Abdullah",,,,,,,
Dina El-Shazly,Vascular Surgeon,5.0,"Mahalla , elmashma square",Musculoskeletal,"Mahalla , elmashma square",,,,,,,
Aya El-Saied,Ophthalmologist,5.0,"Nasr City , Abo Dawoud El Zahry","Eye, Ear and Nose","Nasr City , Abo Dawoud El Zahry",,,,,,,
Yasmin El-Saied,Oncologist,5.0,"Tanta , El-Geish st.  with Al- Galaa st.- Al-Awkaf  tower",Others,"Tanta , El-Geish st.  with Al- Galaa st.- Al-Awkaf  tower",,,,,,,
Ali Kamel,Physiotherapist,5.0,"El-Mansoura , Gomhoria",Musculoskeletal,"El-Mansoura , Gomhoria",,,,,,,
Nader El-Amin,Neurologist,5.0,"El-Maadi , Ellaselki Street-New Maadi",Neurological and Psychiatric,"El-Maadi , Ellaselki Street-New Maadi",,,,,,,
Heba Ibrahim,Ophthalmologist,5.0,"Heliopolis , Gesr El Swis- El Anaan Tower","Eye, Ear and Nose","Heliopolis , Gesr El Swis- El Anaan Tower",,,,,,,
Mona El-Shazly,Gynecologist,5.0,"Loran , Maher Bek st,",Urinary and Reproductive,"Loran , Maher Bek st,",,,,,,,
Amira El-Sherif,Gastroenterologist,5.0,"New Cairo , North teseen street",Gastrointestinal and Liver,"New Cairo , North teseen street",,,,,,,
Ali El-Naggar,Surgical Oncologist,5.0,"Tanta , algalaa",Gastrointestinal and Liver,"Tanta , algalaa",,,,,,,
Sara El-Gohary,Gynecologist,5.0,"Heliopolis , El khalefa Elmamoan St",Urinary and Reproductive,"Heliopolis , El khalefa Elmamoan St",,,,,,,
Amr El-Sayed,Gynecologist,5.0,"Mahalla , Elshoun 23 Yolio street",Urinary and Reproductive,"Mahalla , Elshoun 23 Yolio street",,,,,,,
Amira El-Sayed,General Surgeon,5.0,"El-Maadi , El horreya square Street",Musculoskeletal,"El-Maadi , El horreya square Street",,,,,,,
Noha Hassan,Ophthalmologist,5.0,"Mahalla , alshoun square al asar steet","Eye, Ear and Nose","Mahalla , alshoun square al asar steet",,,,,,,
Aya Fathy,Dentist,5.0,"Nasr City , Abbas Elakad Street",Others,"Nasr City , Abbas Elakad Street",,,,,,,
Amira Zaki,Ophthalmologist,5.0,"Hadayek El-Kobba , Masr we El Sudan","Eye, Ear and Nose","Hadayek El-Kobba , Masr we El Sudan",,,,,,,
Salma Khalil,Gynecologist,5.0,"Heliopolis , Ahmad El-Tahawi",Urinary and Reproductive,"Heliopolis , Ahmad El-Tahawi",,,,,,,
Nadia El-Gohary,Ophthalmologist,5.0,"Mahalla , waboor alnor","Eye, Ear and Nose","Mahalla , waboor alnor",,,,,,,
Ahmed El-Saied,Internist,5.0,"Mahalla , Talaat Harb Square",Others,"Mahalla , Talaat Harb Square",,,,,,,
Youssef El-Hadidy,Pediatric Surgeon,5.0,"El-Obour City , First District - Hijaz Center",Urinary and Reproductive,"El-Obour City , First District - Hijaz Center",,,,,,,
Firas Salah,Dentist,5.0,"Hadayek El-Ahram , Elgiesh Street-Gate 4 Besides Reayah Pharmacy",Others,"Hadayek El-Ahram , Elgiesh Street-Gate 4 Besides Reayah Pharmacy",,,,,,,
Tamer Fathy,Ophthalmologist,5.0,"West El-Balad , alfy","Eye, Ear and Nose","West El-Balad , alfy",,,,,,,
Sara El-Saied,Surgical Oncologist,5.0,"El-Ismailia city , Shbeen St.",Gastrointestinal and Liver,"El-Ismailia city , Shbeen St.",,,,,,,
Walid El-Amin,Ophthalmologist,5.0,"El-Mansoura , Suiz Canal Street-ElSabeaa Tower","Eye, Ear and Nose","El-Mansoura , Suiz Canal Street-ElSabeaa Tower",,,,,,,
Salma Mansour,Ophthalmologist,5.0,"El-Sheikh Zayed , Zayed (Badr) mall","Eye, Ear and Nose","El-Sheikh Zayed , Zayed (Badr) mall",,,,,,,
Mona El-Naggar,ENT Doctor,5.0,"El-Mansoura , new bus street","Eye, Ear and Nose","El-Mansoura , new bus street",,,,,,,
Amr Mahmoud,Cardiologist,5.0,"Mit Ghamr , el moahda street",Cardiovascular,"Mit Ghamr , el moahda street",,,,,,,
Nour El-Shazly,General Surgeon,5.0,"El-Mansoura , thawra",Musculoskeletal,"El-Mansoura , thawra",,,,,,,
Reem El-Din,Ophthalmologist,5.0,"El-Giza , Giza Square Al haram street","Eye, Ear and Nose","El-Giza , Giza Square Al haram street",,,,,,,
Rami El-Shennawy,Physiotherapist,5.0,"Shibin Al Qanater , mostrad station",Musculoskeletal,"Shibin Al Qanater , mostrad station",,,,,,,
Amira Abdelrahman,Cardiologist,5.0,"El-Manyal , el saraya",Cardiovascular,"El-Manyal , el saraya",,,,,,,
Youssef El-Khatib,Physiotherapist,5.0,El-Mansoura,Musculoskeletal,El-Mansoura,0.0,36.786091,9.9000163,36.786091,9.9000163,36.786091,9.9000163
Adel El-Baz,Dermatologist,4.5,El-Ibrahimia,Skin,El-Ibrahimia,1.0,28.4243751,30.7932891,28.4243751,30.7932891,28.4243751,30.7932891
Zein Gaber,Orthopedist,4.5,6th of October,Musculoskeletal,6th of October,2.0,29.9723458,30.9409205,29.9723458,30.9409205,29.9723458,30.9409205
Ali Salah,Gynecologist,4.758470894874023,El-Haram,Urinary and Reproductive,El-Haram,3.0,29.9942663,31.1604591,29.9942663,31.1604591,29.9942663,31.1604591
Salma El-Kholy,Dermatologist,5.0,Nasr City,Skin,Nasr City,4.0,30.0521177,31.3422045,30.0521177,31.3422045,30.0521177,31.3422045
Ahmed El-Kholy,Pulmonologist,4.5,"El-Ibrahimia , Omar Lotfy st lteram",Respiratory,"El-Ibrahimia , Omar Lotfy st lteram",,,,,,,
